Time,Target Position,Measured Position,Torque,Current,Rotation raw,Pinion Target,Pinion Position,Pinion Current,Joint Velocity,Stator Current,Percent Output,System Clock,,,,,,,
8.77583,99.5273,128,0.395639,21.68,-307,-55.605,-97,0,100,0,0.0801564,Fri Jan 20 11:16:02 2023,,,,,,,
8.78588,99.0879,140,0.395639,21.68,-319,-53.1735,-97,0,110,0,0.0674487,Fri Jan 20 11:16:02 2023,,,,,,,
8.79594,98.5061,151,0.395639,21.68,-330,-50.7336,-95,0,110,0,0.0606061,Fri Jan 20 11:16:02 2023,,,,,,,
8.80599,97.7829,159,0.447101,24.5,-339,-48.2855,-95,0,80,0,0.0606061,Fri Jan 20 11:16:02 2023,,,,,,,
8.81605,96.9185,167,0.447101,24.5,-347,-45.828,-90,0,70,0,0.0782014,Fri Jan 20 11:16:02 2023,,,,,,,
8.82611,95.9153,176,0.447101,24.5,-356,-43.3644,-90,0,90,0,0.083089,Fri Jan 20 11:16:02 2023,,,,,,,
8.83616,94.7745,185,0.447101,24.5,-366,-40.8945,-87,0,90,0,0.0694037,Fri Jan 20 11:16:02 2023,,,,,,,
8.84621,93.4975,192,0.447101,24.5,-374,-38.4177,-87,0,80,0,0.0674487,Fri Jan 20 11:16:02 2023,,,,,,,
8.85627,92.0861,199,0.50933,27.91,-380,-35.9348,-85,0,60,0,0.0742913,Fri Jan 20 11:16:02 2023,,,,,,,
8.86632,90.5424,205,0.50933,27.91,-387,-33.4461,-85,0,60,0,0.0860215,Fri Jan 20 11:16:02 2023,,,,,,,
8.87638,88.8691,210,0.50933,27.91,-392,-30.9526,-77,0,50,0,0.0840665,Fri Jan 20 11:16:02 2023,,,,,,,
8.88643,87.0672,216,0.50933,27.91,-397,-28.453,-77,0,40,0,0.086999,Fri Jan 20 11:16:02 2023,,,,,,,
8.89649,85.1411,220,0.50933,27.91,-402,-25.95,-73,0,50,0,0.0918866,Fri Jan 20 11:16:02 2023,,,,,,,
8.90654,83.0922,226,0.597108,32.72,-409,-23.4422,-73,0,50,0,0.083089,Fri Jan 20 11:16:02 2023,,,,,,,
8.9166,80.923,232,0.597108,32.72,-414,-20.9297,-69,0,50,0,0.0811339,Fri Jan 20 11:16:02 2023,,,,,,,
8.92668,78.6382,236,0.597108,32.72,-418,-18.4146,-69,0,40,0,0.0782014,Fri Jan 20 11:16:02 2023,,,,,,,
8.93677,76.2309,239,0.597108,32.72,-421,-15.8869,-63,0,30,0,0.085044,Fri Jan 20 11:16:02 2023,,,,,,,
8.94682,73.7196,242,0.597108,32.72,-424,-13.3629,-63,0,30,0,0.086999,Fri Jan 20 11:16:02 2023,,,,,,,
8.95688,71.1052,245,0.630686,34.56,-426,-10.8396,-60,0,20,0,0.0811339,Fri Jan 20 11:16:02 2023,,,,,,,
8.96693,68.3892,246,0.630686,34.56,-426,-8.31528,-60,0,10,0,0.0772239,Fri Jan 20 11:16:02 2023,,,,,,,
8.97699,65.5758,246,0.630686,34.56,-427,-5.79037,-53,0,0,0,0.0899316,Fri Jan 20 11:16:02 2023,,,,,,,
8.98704,62.6681,246,0.630686,34.56,-427,-3.26437,-53,0,0,0,0.0899316,Fri Jan 20 11:16:02 2023,,,,,,,
8.99709,59.6709,246,0.630686,34.56,-427,-0.738313,-50,0,0,0,0.0899316,Fri Jan 20 11:16:02 2023,,,,,,,
9.00715,56.587,246,0.656053,35.95,-427,1.78866,-50,0,0,0,0.0821114,Fri Jan 20 11:16:02 2023,,,,,,,
9.01721,53.4203,246,0.656053,35.95,-427,4.31663,-45,0,0,0,0.0821114,Fri Jan 20 11:16:02 2023,,,,,,,
9.02726,50.1787,246,0.656053,35.95,-427,6.84231,-45,0,0,0,0.0703812,Fri Jan 20 11:16:02 2023,,,,,,,
9.03731,46.8657,246,0.656053,35.95,-427,9.3665,-43,0,0,0,0.0664712,Fri Jan 20 11:16:02 2023,,,,,,,
9.04736,43.485,246,0.656053,35.95,-426,11.8894,-43,0,0,0,0.0664712,Fri Jan 20 11:16:02 2023,,,,,,,
9.05742,40.0419,246,0.596196,32.67,-426,14.4105,-38,0,0,0,0.0606061,Fri Jan 20 11:16:02 2023,,,,,,,
9.06747,36.5414,245,0.596196,32.67,-424,16.9291,-38,0,0,0,0.056696,Fri Jan 20 11:16:02 2023,,,,,,,
9.07752,32.9885,243,0.596196,32.67,-421,19.445,-33,0,-20,0,0.056696,Fri Jan 20 11:16:02 2023,,,,,,,
9.08757,29.3881,241,0.596196,32.67,-420,21.9579,-33,0,-20,0,0.0557185,Fri Jan 20 11:16:02 2023,,,,,,,
9.09763,25.7451,239,0.596196,32.67,-418,24.4675,-28,0,-10,0,0.0439883,Fri Jan 20 11:16:02 2023,,,,,,,
9.10769,22.0649,236,0.466993,25.59,-414,26.9734,-28,0,-20,0,0.0459433,Fri Jan 20 11:16:02 2023,,,,,,,
9.11775,18.3493,233,0.466993,25.59,-410,29.4775,-24,0,-30,0,0.0488759,Fri Jan 20 11:16:02 2023,,,,,,,
9.12781,14.6103,229,0.466993,25.59,-407,31.9749,-24,0,-40,0,0.0439883,Fri Jan 20 11:16:02 2023,,,,,,,
9.13786,10.8486,226,0.466993,25.59,-403,34.4683,-16,0,-30,0,0.0439883,Fri Jan 20 11:16:02 2023,,,,,,,
9.14792,7.07329,221,0.382865,20.98,-398,36.9549,-16,0,-40,0,0.0449658,Fri Jan 20 11:16:02 2023,,,,,,,
9.15797,3.2892,214,0.382865,20.98,-390,39.4346,-14,0,-70,0,0.054741,Fri Jan 20 11:16:02 2023,,,,,,,
9.16802,-0.500204,207,0.382865,20.98,-384,41.9085,-14,0,-60,0,0.0439883,Fri Jan 20 11:16:02 2023,,,,,,,
9.17808,-4.28912,201,0.382865,20.98,-377,44.3758,-9,0,-70,0,0.0400782,Fri Jan 20 11:16:02 2023,,,,,,,
9.18813,-8.07138,194,0.382865,20.98,-371,46.8357,-9,0,-60,0,0.0351906,Fri Jan 20 11:16:02 2023,,,,,,,
9.19818,-11.8422,187,0.340709,18.67,-364,49.2882,-3,0,-70,0,0.0361681,Fri Jan 20 11:16:02 2023,,,,,,,
9.20824,-15.5971,179,0.340709,18.67,-356,51.7336,-3,0,-70,0,0.0361681,Fri Jan 20 11:16:02 2023,,,,,,,
9.21832,-19.3312,171,0.340709,18.67,-348,54.1718,2,0,-80,0,0.0322581,Fri Jan 20 11:16:02 2023,,,,,,,
9.22839,-23.0487,164,0.340709,18.67,-340,56.6086,2,0,-70,0,0.026393,Fri Jan 20 11:16:02 2023,,,,,,,
9.23844,-26.7188,155,0.340709,18.67,-330,59.0271,7,0,-90,0,0.030303,Fri Jan 20 11:16:02 2023,,,,,,,
9.2485,-30.3514,144,0.269538,14.77,-320,61.4367,7,0,-100,0,0.0322581,Fri Jan 20 11:16:02 2023,,,,,,,
9.25855,-33.9402,135,0.269538,14.77,-311,63.8365,10,0,-100,0,0.0205279,Fri Jan 20 11:16:02 2023,,,,,,,
9.2686,-37.4803,125,0.269538,14.77,-301,66.226,10,0,-90,0,0.0166178,Fri Jan 20 11:16:02 2023,,,,,,,
9.27866,-40.9665,114,0.269538,14.77,-289,68.6049,16,0,-100,0,0.0293255,Fri Jan 20 11:16:02 2023,,,,,,,
9.28871,-44.3937,102,0.269538,14.77,-278,70.9728,16,0,-120,0,0.0322581,Fri Jan 20 11:16:02 2023,,,,,,,
9.29877,-47.7571,91,0.218076,11.95,-268,73.3294,25,0,-110,0,0.0136852,Fri Jan 20 11:16:02 2023,,,,,,,
9.30882,-51.0523,80,0.218076,11.95,-256,75.6745,25,0,-100,0,0.00391007,Fri Jan 20 11:16:02 2023,,,,,,,
9.31888,-54.2753,66,0.218076,11.95,-241,78.0083,26,0,-120,0,0.0185728,Fri Jan 20 11:16:02 2023,,,,,,,
9.32893,-57.4199,51,0.218076,11.95,-227,80.3294,26,0,-150,0,0.0244379,Fri Jan 20 11:16:02 2023,,,,,,,
9.33899,-60.4811,38,0.218076,11.95,-216,82.6371,36,0,-130,0,0.0107527,Fri Jan 20 11:16:02 2023,,,,,,,
9.34906,-63.4612,26,0.151284,8.29,-203,84.9359,36,0,-120,0,0.00391007,Fri Jan 20 11:16:02 2023,,,,,,,
9.35912,-66.3442,13,0.151284,8.29,-190,87.2168,45,0,-120,0,0,Fri Jan 20 11:16:02 2023,,,,,,,
9.36917,-69.1324,0,0.151284,8.29,-178,89.4842,45,0,-130,0,0.00293255,Fri Jan 20 11:16:02 2023,,,,,,,
9.37923,-71.8205,-13,0.151284,8.29,-166,91.7366,45,0,-120,0,-0.0117302,Fri Jan 20 11:16:02 2023,,,,,,,
9.38928,-74.4056,-25,0.151284,8.29,-153,93.9746,48,0,-120,0,-0.0146628,Fri Jan 20 11:16:02 2023,,,,,,,
9.39933,-76.8839,-38,0.0385054,2.11,-141,96.1975,48,0,-120,0,-0.0185728,Fri Jan 20 11:16:02 2023,,,,,,,
9.41151,-79.7318,-51,0.0385054,2.11,-128,98.864,53,0,-130,0,-0.0146628,Fri Jan 20 11:16:02 2023,,,,,,,
9.42157,-81.9671,-64,0.0385054,2.11,-117,101.058,53,0,-120,0,-0.0215054,Fri Jan 20 11:16:02 2023,,,,,,,
9.43162,-84.0797,-77,0.0385054,2.11,-104,103.231,61,0,-120,0,-0.0254154,Fri Jan 20 11:16:02 2023,,,,,,,
9.44168,-86.0707,-90,0.0385054,2.11,-91,105.387,61,0,-130,0,-0.0224829,Fri Jan 20 11:16:02 2023,,,,,,,
9.45174,-87.9382,-104,0.0430677,2.36,-78,107.527,68,0,-130,0,-0.026393,Fri Jan 20 11:16:02 2023,,,,,,,
9.46179,-89.6797,-117,0.0430677,2.36,-65,109.649,68,0,-130,0,-0.0293255,Fri Jan 20 11:16:02 2023,,,,,,,
9.47184,-91.2918,-130,0.0430677,2.36,-53,111.753,72,0,-120,0,-0.0400782,Fri Jan 20 11:16:02 2023,,,,,,,
9.48189,-92.7726,-143,0.0430677,2.36,-41,113.84,72,0,-120,0,-0.0391007,Fri Jan 20 11:16:02 2023,,,,,,,
9.49195,-94.1204,-157,0.0430677,2.36,-28,115.908,78,0,-130,0,-0.0293255,Fri Jan 20 11:16:02 2023,,,,,,,
9.50201,-95.3333,-170,0.145262,7.96,-15,117.959,78,0,-130,0,-0.0371457,Fri Jan 20 11:16:02 2023,,,,,,,
9.51207,-96.4088,-183,0.145262,7.96,-3,119.99,83,0,-130,0,-0.0400782,Fri Jan 20 11:16:02 2023,,,,,,,
9.52212,-97.3467,-197,0.145262,7.96,10,122.003,83,0,-130,0,-0.0410557,Fri Jan 20 11:16:02 2023,,,,,,,
9.53218,-98.1439,-211,0.145262,7.96,23,123.996,86,0,-130,0,-0.0430108,Fri Jan 20 11:16:02 2023,,,,,,,
9.54224,-98.8002,-225,0.145262,7.96,34,125.969,86,0,-140,0,-0.0391007,Fri Jan 20 11:16:02 2023,,,,,,,
9.55229,-99.3147,-238,0.220266,12.07,46,127.922,92,0,-130,0,-0.0449658,Fri Jan 20 11:16:02 2023,,,,,,,
9.56235,-99.6864,-250,0.220266,12.07,59,129.855,92,0,-120,0,-0.0518084,Fri Jan 20 11:16:02 2023,,,,,,,
9.5724,-99.9147,-264,0.220266,12.07,72,131.766,94,0,-130,0,-0.0469208,Fri Jan 20 11:16:02 2023,,,,,,,
9.58246,-99.9994,-278,0.220266,12.07,83,133.657,94,0,-130,0,-0.0469208,Fri Jan 20 11:16:02 2023,,,,,,,
9.59254,-99.9405,-290,0.220266,12.07,93,135.526,99,0,-120,0,-0.0537634,Fri Jan 20 11:16:02 2023,,,,,,,
9.6026,-99.7372,-301,0.308591,16.91,105,137.379,99,0,-110,0,-0.0606061,Fri Jan 20 11:16:02 2023,,,,,,,
9.61267,-99.3907,-314,0.308591,16.91,116,139.206,104,0,-120,0,-0.0537634,Fri Jan 20 11:16:02 2023,,,,,,,
9.62273,-98.9011,-326,0.308591,16.91,126,141.011,104,0,-120,0,-0.0537634,Fri Jan 20 11:16:02 2023,,,,,,,
9.63278,-98.2696,-337,0.308591,16.91,137,142.792,106,0,-110,0,-0.0606061,Fri Jan 20 11:16:02 2023,,,,,,,
9.64284,-97.4971,-349,0.308591,16.91,148,144.55,106,0,-110,0,-0.058651,Fri Jan 20 11:16:02 2023,,,,,,,
9.65289,-96.5843,-360,0.389069,21.32,157,146.285,109,0,-120,0,-0.0518084,Fri Jan 20 11:16:02 2023,,,,,,,
9.66295,-95.5327,-370,0.389069,21.32,166,147.997,109,0,-100,0,-0.0635386,Fri Jan 20 11:16:02 2023,,,,,,,
9.673,-94.3443,-379,0.389069,21.32,175,149.685,113,0,-90,0,-0.0694037,Fri Jan 20 11:16:02 2023,,,,,,,
9.68307,-93.0187,-390,0.389069,21.32,184,151.35,113,0,-100,0,-0.0615836,Fri Jan 20 11:16:02 2023,,,,,,,
9.69312,-91.561,-400,0.389069,21.32,193,152.99,116,0,-100,0,-0.058651,Fri Jan 20 11:16:02 2023,,,,,,,
9.70317,-89.9716,-409,0.444546,24.36,199,154.605,116,0,-90,0,-0.0645161,Fri Jan 20 11:16:02 2023,,,,,,,
9.71323,-88.2531,-416,0.444546,24.36,206,156.196,120,0,-70,0,-0.0752688,Fri Jan 20 11:16:03 2023,,,,,,,
9.72329,-86.4061,-423,0.444546,24.36,212,157.763,120,0,-70,0,-0.0733138,Fri Jan 20 11:16:03 2023,,,,,,,
9.73335,-84.4364,-430,0.444546,24.36,219,159.303,124,0,-60,0,-0.0782014,Fri Jan 20 11:16:03 2023,,,,,,,
9.7434,-82.3452,-438,0.444546,24.36,226,160.819,124,0,-70,0,-0.0694037,Fri Jan 20 11:16:03 2023,,,,,,,
9.75346,-80.1361,-446,0.535061,29.32,232,162.308,128,0,-70,0,-0.0654936,Fri Jan 20 11:16:03 2023,,,,,,,
9.76352,-77.8101,-452,0.535061,29.32,236,163.772,128,0,-60,0,-0.0664712,Fri Jan 20 11:16:03 2023,,,,,,,
9.77357,-75.3739,-457,0.535061,29.32,240,165.21,131,0,-50,0,-0.0733138,Fri Jan 20 11:16:03 2023,,,,,,,
9.78362,-72.8289,-461,0.535061,29.32,243,166.621,131,0,-40,0,-0.0821114,Fri Jan 20 11:16:03 2023,,,,,,,
9.79368,-70.1803,-464,0.535061,29.32,246,168.005,134,0,-30,0,-0.0791789,Fri Jan 20 11:16:03 2023,,,,,,,
9.80373,-67.4301,-467,0.568457,31.15,248,169.363,134,0,-30,0,-0.0752688,Fri Jan 20 11:16:03 2023,,,,,,,
9.81379,-64.5835,-470,0.568457,31.15,248,170.693,137,0,-20,0,-0.0801564,Fri Jan 20 11:16:03 2023,,,,,,,
9.82385,-61.6421,-470,0.568457,31.15,248,171.997,137,0,-10,0,-0.0899316,Fri Jan 20 11:16:03 2023,,,,,,,
9.83391,-58.613,-470,0.568457,31.15,248,173.273,143,0,0,0,-0.0801564,Fri Jan 20 11:16:03 2023,,,,,,,
9.84396,-55.4993,-470,0.568457,31.15,248,174.522,143,0,0,0,-0.0801564,Fri Jan 20 11:16:03 2023,,,,,,,
9.85403,-52.3073,-470,0.640176,35.08,248,175.742,145,0,0,0,-0.0762463,Fri Jan 20 11:16:03 2023,,,,,,,
9.86409,-49.0366,-471,0.640176,35.08,248,176.935,145,0,0,0,-0.0723363,Fri Jan 20 11:16:03 2023,,,,,,,
9.87415,-45.6962,-471,0.640176,35.08,248,178.1,149,0,0,0,-0.0684262,Fri Jan 20 11:16:03 2023,,,,,,,
9.8842,-42.2924,-471,0.640176,35.08,248,179.236,149,0,0,0,-0.0645161,Fri Jan 20 11:16:03 2023,,,,,,,
9.89425,-38.8282,-471,0.640176,35.08,248,180.343,152,0,0,0,-0.058651,Fri Jan 20 11:16:03 2023,,,,,,,
9.90431,-35.3083,-471,0.553493,30.33,248,181.421,152,0,0,0,-0.0508309,Fri Jan 20 11:16:03 2023,,,,,,,
9.91437,-31.7382,-471,0.553493,30.33,248,182.469,155,0,0,0,-0.0508309,Fri Jan 20 11:16:03 2023,,,,,,,
9.92442,-28.1193,-471,0.553493,30.33,248,183.49,155,0,0,0,-0.0469208,Fri Jan 20 11:16:03 2023,,,,,,,
9.93448,-24.4627,-471,0.553493,30.33,246,184.481,157,0,0,0,-0.0410557,Fri Jan 20 11:16:03 2023,,,,,,,
9.94453,-20.7702,-470,0.553493,30.33,245,185.442,157,0,0,0,-0.0371457,Fri Jan 20 11:16:03 2023,,,,,,,
9.95458,-17.0487,-468,0.385054,21.1,243,186.374,161,0,20,0,-0.0449658,Fri Jan 20 11:16:03 2023,,,,,,,
9.96464,-13.3024,-467,0.385054,21.1,242,187.276,161,0,20,0,-0.0322581,Fri Jan 20 11:16:03 2023,,,,,,,
9.97469,-9.53709,-466,0.385054,21.1,240,188.147,163,0,10,0,-0.028348,Fri Jan 20 11:16:03 2023,,,,,,,
9.98475,-5.75856,-464,0.385054,21.1,237,188.989,163,0,10,0,-0.028348,Fri Jan 20 11:16:03 2023,,,,,,,
9.9948,-1.97215,-459,0.385054,21.1,232,189.801,165,0,30,0,-0.0381232,Fri Jan 20 11:16:03 2023,,,,,,,
10.0049,1.81871,-454,0.270086,14.8,228,190.583,165,0,60,0,-0.0391007,Fri Jan 20 11:16:03 2023,,,,,,,
10.0149,5.60579,-450,0.270086,14.8,225,191.333,167,0,40,0,-0.0273705,Fri Jan 20 11:16:03 2023,,,,,,,
10.025,9.3879,-440,0.270086,14.8,219,192.054,167,0,60,0,-0.0185728,Fri Jan 20 11:16:03 2023,,,,,,,
10.035,13.1546,-440,0.270086,14.8,214,192.744,170,0,60,0,-0.0332356,Fri Jan 20 11:16:03 2023,,,,,,,
10.0451,16.9017,-433,0.270086,14.8,208,193.403,170,0,60,0,-0.028348,Fri Jan 20 11:16:03 2023,,,,,,,
10.0551,20.6242,-421,0.240157,13.16,202,194.032,172,0,60,0,-0.028348,Fri Jan 20 11:16:03 2023,,,,,,,
10.0652,24.318,-421,0.240157,13.16,193,194.629,172,0,60,0,-0.0185728,Fri Jan 20 11:16:03 2023,,,,,,,
10.0752,27.9764,-401,0.240157,13.16,185,195.195,173,0,90,0,-0.0342131,Fri Jan 20 11:16:03 2023,,,,,,,
10.0853,31.5947,-401,0.240157,13.16,178,195.73,173,0,90,0,-0.028348,Fri Jan 20 11:16:03 2023,,,,,,,
10.0954,35.1669,-385,0.240157,13.16,170,196.234,174,0,70,0,-0.0175953,Fri Jan 20 11:16:03 2023,,,,,,,
10.1054,38.6892,-373,0.208039,11.4,160,196.706,174,0,110,0,-0.00488759,Fri Jan 20 11:16:03 2023,,,,,,,
10.1155,42.1557,-373,0.208039,11.4,150,197.147,178,0,110,0,-0.030303,Fri Jan 20 11:16:03 2023,,,,,,,
10.1255,45.5635,-351,0.208039,11.4,141,197.557,178,0,100,0,-0.0224829,Fri Jan 20 11:16:03 2023,,,,,,,
10.1356,48.9051,-340,0.208039,11.4,131,197.935,179,0,110,0,-0.0107527,Fri Jan 20 11:16:03 2023,,,,,,,
10.1456,52.1765,-340,0.208039,11.4,119,198.281,179,0,110,0,-0.0136852,Fri Jan 20 11:16:03 2023,,,,,,,
10.1557,55.3729,-313,0.130846,7.17,108,198.596,179,0,130,0,-0.0234604,Fri Jan 20 11:16:03 2023,,,,,,,
10.1657,58.4892,-301,0.130846,7.17,97,198.879,179,0,120,0,-0.0175953,Fri Jan 20 11:16:03 2023,,,,,,,
10.1758,61.5201,-287,0.130846,7.17,85,199.131,181,0,130,0,-0.00684262,Fri Jan 20 11:16:03 2023,,,,,,,
10.1859,64.4654,-273,0.130846,7.17,73,199.35,181,0,140,0,-0.00977517,Fri Jan 20 11:16:03 2023,,,,,,,
10.1959,67.3156,-259,0.130846,7.17,61,199.538,182,0,140,0,-0.0175953,Fri Jan 20 11:16:03 2023,,,,,,,
10.206,70.07,-247,0.0976323,5.35,50,199.694,182,0,120,0,-0.0058651,Fri Jan 20 11:16:03 2023,,,,,,,
10.2161,72.7458,-233,0.0976323,5.35,39,199.818,182,0,130,0,0.00977517,Fri Jan 20 11:16:03 2023,,,,,,,
10.2262,75.2964,-220,0.0976323,5.35,27,199.91,182,0,130,0,0.00684262,Fri Jan 20 11:16:03 2023,,,,,,,
10.2362,77.7364,-207,0.0976323,5.35,16,199.97,184,0,130,0,0.00977517,Fri Jan 20 11:16:03 2023,,,,,,,
10.2463,80.0647,-194,0.0976323,5.35,5,199.998,184,0,120,0,0.0136852,Fri Jan 20 11:16:03 2023,,,,,,,
10.2563,82.2777,-181,0.0233588,1.28,-6,199.994,185,0,130,0,0.0224829,Fri Jan 20 11:16:03 2023,,,,,,,
10.2664,84.3726,-168,0.0233588,1.28,-18,199.958,185,0,130,0,0.0156403,Fri Jan 20 11:16:03 2023,,,,,,,
10.2765,86.3458,-155,0.0233588,1.28,-29,199.89,185,0,130,0,0.0205279,Fri Jan 20 11:16:03 2023,,,,,,,
10.2865,88.1953,-140,0.0233588,1.28,-42,199.79,185,0,140,0,0.026393,Fri Jan 20 11:16:03 2023,,,,,,,
10.2966,89.9179,-125,0.0233588,1.28,-55,199.658,186,0,140,0,0.0224829,Fri Jan 20 11:16:03 2023,,,,,,,
10.3066,91.5114,-111,0.0600393,3.29,-67,199.495,186,0,140,0,0.0254154,Fri Jan 20 11:16:03 2023,,,,,,,
10.3167,92.9748,-98,0.0600393,3.29,-78,199.299,186,0,130,0,0.026393,Fri Jan 20 11:16:03 2023,,,,,,,
10.3268,94.3044,-84,0.0600393,3.29,-90,199.072,186,0,130,0,0.0361681,Fri Jan 20 11:16:03 2023,,,,,,,
10.3368,95.499,-70,0.0600393,3.29,-103,198.812,187,0,140,0,0.0361681,Fri Jan 20 11:16:03 2023,,,,,,,
10.3469,96.5562,-55,0.0600393,3.29,-115,198.521,187,0,140,0,0.030303,Fri Jan 20 11:16:03 2023,,,,,,,
10.3569,97.4728,-41,0.127926,7.01,-128,198.198,187,0,140,0,0.0351906,Fri Jan 20 11:16:03 2023,,,,,,,
10.367,98.2494,-27,0.127926,7.01,-140,197.844,187,0,140,0,0.0361681,Fri Jan 20 11:16:03 2023,,,,,,,
10.377,98.8847,-12,0.127926,7.01,-152,197.458,187,0,130,0,0.0371457,Fri Jan 20 11:16:03 2023,,,,,,,
10.3871,99.3781,3,0.127926,7.01,-165,197.041,187,0,150,0,0.0391007,Fri Jan 20 11:16:03 2023,,,,,,,
10.3971,99.7286,16,0.127926,7.01,-177,196.592,187,0,140,0,0.0322581,Fri Jan 20 11:16:03 2023,,,,,,,
10.4072,99.936,30,0.195265,10.7,-188,196.112,187,0,130,0,0.0469208,Fri Jan 20 11:16:03 2023,,,,,,,
10.4173,99.9998,45,0.195265,10.7,-201,195.6,187,0,140,0,0.0469208,Fri Jan 20 11:16:03 2023,,,,,,,
10.4273,99.9199,59,0.195265,10.7,-212,195.057,187,0,140,0,0.0400782,Fri Jan 20 11:16:03 2023,,,,,,,
10.4374,99.6965,70,0.195265,10.7,-222,194.483,187,0,120,0,0.0606061,Fri Jan 20 11:16:03 2023,,,,,,,
10.4474,99.3299,84,0.195265,10.7,-233,193.879,187,0,110,0,0.0606061,Fri Jan 20 11:16:03 2023,,,,,,,
10.4575,98.8207,97,0.278845,15.28,-245,193.243,187,0,140,0,0.0537634,Fri Jan 20 11:16:03 2023,,,,,,,
10.4675,98.1694,109,0.278845,15.28,-255,192.576,187,0,130,0,0.0537634,Fri Jan 20 11:16:03 2023,,,,,,,
10.4776,97.3772,120,0.278845,15.28,-265,191.879,187,0,110,0,0.058651,Fri Jan 20 11:16:03 2023,,,,,,,
10.4876,96.4451,133,0.278845,15.28,-276,191.151,187,0,110,0,0.058651,Fri Jan 20 11:16:03 2023,,,,,,,
10.4977,95.3747,146,0.343994,18.85,-287,190.392,187,0,130,0,0.0430108,Fri Jan 20 11:16:03 2023,,,,,,,
10.5077,94.1669,157,0.343994,18.85,-296,189.603,187,0,120,0,0.054741,Fri Jan 20 11:16:03 2023,,,,,,,
10.5178,92.824,167,0.343994,18.85,-304,188.784,187,0,90,0,0.054741,Fri Jan 20 11:16:03 2023,,,,,,,
10.5279,91.347,177,0.343994,18.85,-313,187.934,187,0,100,0,0.0576735,Fri Jan 20 11:16:03 2023,,,,,,,
10.5379,89.739,188,0.343994,18.85,-322,187.055,187,0,110,0,0.0508309,Fri Jan 20 11:16:03 2023,,,,,,,
10.548,88.0015,198,0.364616,19.98,-330,186.145,187,0,100,0,0.0557185,Fri Jan 20 11:16:03 2023,,,,,,,
10.5581,86.1322,206,0.364616,19.98,-337,185.203,187,0,70,0,0.0733138,Fri Jan 20 11:16:03 2023,,,,,,,
10.5681,84.145,214,0.364616,19.98,-344,184.234,187,0,90,0,0.0625611,Fri Jan 20 11:16:03 2023,,,,,,,
10.5782,82.0372,222,0.364616,19.98,-350,183.236,187,0,70,0,0.0654936,Fri Jan 20 11:16:03 2023,,,,,,,
10.5882,79.8109,230,0.364616,19.98,-357,182.209,187,0,80,0,0.0635386,Fri Jan 20 11:16:03 2023,,,,,,,
10.5983,77.4706,237,0.433779,23.77,-364,181.152,187,0,70,0,0.0537634,Fri Jan 20 11:16:03 2023,,,,,,,
10.6083,75.0189,244,0.433779,23.77,-368,180.067,187,0,60,0,0.0654936,Fri Jan 20 11:16:03 2023,,,,,,,
10.6184,72.4596,249,0.433779,23.77,-372,178.953,187,0,50,0,0.0684262,Fri Jan 20 11:16:03 2023,,,,,,,
10.6284,69.7934,254,0.433779,23.77,-376,177.81,187,0,50,0,0.0664712,Fri Jan 20 11:16:03 2023,,,,,,,
10.6385,67.0263,258,0.433779,23.77,-379,176.637,187,0,40,0,0.0645161,Fri Jan 20 11:16:03 2023,,,,,,,
10.6486,64.1655,260,0.475387,26.05,-381,175.438,187,0,30,0,0.0762463,Fri Jan 20 11:16:03 2023,,,,,,,
10.6586,61.2124,263,0.475387,26.05,-384,174.21,187,0,20,0,0.0723363,Fri Jan 20 11:16:03 2023,,,,,,,
10.6687,58.1716,267,0.475387,26.05,-387,172.955,187,0,30,0,0.0606061,Fri Jan 20 11:16:03 2023,,,,,,,
10.6787,55.0474,270,0.475387,26.05,-389,171.672,187,0,30,0,0.0606061,Fri Jan 20 11:16:03 2023,,,,,,,
10.6888,51.8437,272,0.475387,26.05,-390,170.362,187,0,20,0,0.0635386,Fri Jan 20 11:16:03 2023,,,,,,,
10.6989,48.5599,273,0.521192,28.56,-391,169.022,187,0,10,0,0.0654936,Fri Jan 20 11:16:03 2023,,,,,,,
10.7089,45.2121,274,0.521192,28.56,-392,167.658,187,0,10,0,0.0576735,Fri Jan 20 11:16:04 2023,,,,,,,
10.719,41.7996,275,0.521192,28.56,-392,166.267,187,0,10,0,0.0527859,Fri Jan 20 11:16:04 2023,,,,,,,
10.7291,38.3181,275,0.521192,28.56,-392,164.846,187,0,0,0,0.054741,Fri Jan 20 11:16:04 2023,,,,,,,
10.7391,34.7896,275,0.521192,28.56,-392,163.401,187,0,0,0,0.0508309,Fri Jan 20 11:16:04 2023,,,,,,,
10.7492,31.2119,275,0.473015,25.92,-392,161.931,187,0,0,0,0.0508309,Fri Jan 20 11:16:04 2023,,,,,,,
10.7592,27.5877,275,0.473015,25.92,-392,160.435,187,0,0,0,0.0449658,Fri Jan 20 11:16:04 2023,,,,,,,
10.7693,23.9256,275,0.473015,25.92,-392,158.913,187,0,0,0,0.0410557,Fri Jan 20 11:16:04 2023,,,,,,,
10.7793,20.2294,275,0.473015,25.92,-390,157.366,187,0,0,0,0.0293255,Fri Jan 20 11:16:04 2023,,,,,,,
10.7894,16.5034,272,0.473015,25.92,-385,155.794,187,0,-20,0,0.0391007,Fri Jan 20 11:16:04 2023,,,,,,,
10.7994,12.7537,266,0.347279,19.03,-382,154.197,187,0,-50,0,0.054741,Fri Jan 20 11:16:04 2023,,,,,,,
